RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Longitude,Latitude
571,,,24/08/2009,24/08/2009,D,24/08/2009,NHMSYS0000463799,Sorbus devoniensis,S717215,271725,121539,OSI,100,,"Ballykelly, Co. Wexford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,Devon Whitebeam,Other,,
574,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0001754388,Sorbus aucuparia x aria = S. x thuringiaca,R926196,192626,119612,OSI,100,,"Glengarra Woods, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Hybrid Rowan,Other,,
575,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000033999,Taxodium distichum,W783711,178375,71192,OSI,100,,"Fota Wildlife Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Tree collection / Arboretum,Avenue,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Bald Cypress,Other,,
576,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000033999,Taxodium distichum,W783711,178355,71189,OSI,100,,"Fota Wildlife Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Tree collection / Arboretum,Avenue,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Bald Cypress,Other,,
578,,,15/09/2009,15/09/2009,D,15/09/2009,NBNSYS0000033999,Taxodium distichum,S243245,224353,124504,OSI,100,,"Newtownanner House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Bald Cypress,Other,,
579,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000033999,Taxodium distichum,L988845,98814,284552,OSI,100,,"Westport House, Westport, Co. Mayo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,Bald Cypress,Other,-9.536654806,53.80033798
580,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R603071,160353,107154,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Ancient woodland,Maiden,Standing alive,Not known,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,English Yew,Other,,
581,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V958861,95833,86175,OSI,100,,"Reenadinna Wood, Killarney National Park, Co. Kerr",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerr,English Yew,Other,,
582,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000004638,Taxus baccata,S537723,253785,172318,OSI,100,,"Castlecomer Golf Club, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Unusual location,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,English Yew,Other,,
583,,,23/09/2009,23/09/2009,D,23/09/2009,NBNSYS0000004638,Taxus baccata,W609752,160956,75296,OSI,100,,"Blarney Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Arboretum,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,English Yew,Other,,
584,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004638,Taxus baccata,N631095,263104,209578,OSI,100,,"Moore Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-7.0580004,53.13258876
585,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M851043,185172,204343,OSI,100,,"Portumna Castle, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,English Yew,Other,-8.223120581,53.0893856
586,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000004638,Taxus baccata,N565763,256511,276304,OSI,100,,"Lough Crew Garden, Co. Meath",Kate Crane,Kate Crane,FALSE,FALSE,,,Avenue,Maiden,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-7.144622598,53.73345079
587,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M960211,196010,221130,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,English Yew,Other,-8.060647307,53.24053123
589,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000004638,Taxus baccata,X047985,204716,98503,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,English Yew,Other,,
590,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004638,Taxus baccata,S914607,291449,160709,OSI,100,,"Huntington Castle, Clonegal, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Avenue,,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,English Yew,Other,,
591,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M961212,196128,221291,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,English Yew,Other,-8.059150768,53.24143049
592,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180776,262931,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Yew,Other,-8.292366617,53.61575772
593,,,28/08/2009,28/08/2009,D,28/08/2009,NBNSYS0000004638,Taxus baccata,T196861,319616,186191,OSI,100,,"Avondale, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,,
594,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N959377,295971,237793,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-6.55960879,53.38100412
595,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180791,262950,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Yew,Other,-8.292366617,53.61575772
596,,,20/10/2009,20/10/2009,D,20/10/2009,NBNSYS0000004638,Taxus baccata,C226155,222606,415575,OSI,100,,"Castlegrove House Hotel, Co. Donegal",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,English Yew,Other,-7.676038582,51.39246074
597,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040757,304076,275780,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425309765,53.72076329
598,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304084,275800,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199,53.72166139
599,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304087,275807,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199,53.72166139
600,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304084,275821,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199,53.72166139
601,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304057,275833,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199,53.72166139
602,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304041,275818,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199,53.72166139
