RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety
242,,,27/07/2009,27/07/2009,D,27/07/2009,NBNSYS0000003949,Fraxinus excelsior,S443396,244338,139625,OSI,100,,"Ballytobin House, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Fallen,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
244,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003949,Fraxinus excelsior,R691793,169134,179317,OSI,100,,"Tinarana House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
245,,,29/07/2009,29/07/2009,D,29/07/2009,NBNSYS0000003949,Fraxinus excelsior,N454717,245494,271775,OSI,100,,"Tromroe, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
246,,,04/09/2009,04/09/2009,D,04/09/2009,NBNSYS0000003949,Fraxinus excelsior,N802413,280207,241383,OSI,100,,"Enfield, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
247,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003949,Fraxinus excelsior,N101340,210178,234038,OSI,100,,"Ballynahown, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
248,,,04/08/2009,04/08/2009,D,04/08/2009,NBNSYS0000003949,Fraxinus excelsior,S992672,299262,167236,OSI,100,,"Deerpark, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
249,,,19/08/2009,19/08/2009,D,19/08/2009,NBNSYS0000003949,Fraxinus excelsior,S857753,285785,175341,OSI,100,,"Coppenagh, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
250,,,31/08/2009,31/08/2009,D,31/08/2009,NBNSYS0000003949,Fraxinus excelsior,R932368,193215,136835,OSI,100,,"Ballyhurst, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
251,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000003949,Fraxinus excelsior,X045989,204566,98983,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
252,,,04/09/2009,04/09/2009,D,04/09/2009,NBNSYS0000003949,Fraxinus excelsior,N838491,283868,249119,OSI,100,,"Clonmahan House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
253,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000003949,Fraxinus excelsior,W091660,109155,66051,OSI,100,,"St.Finbar's Oratory, Ballingeary, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
254,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000003949,Fraxinus excelsior,O012780,301293,278099,OSI,100,,"Mellifont Abbey, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
255,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003949,Fraxinus excelsior,H084151,208483,315117,OSI,100,,"St Patricks Well, Aughnasheelan, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,,Not Recorded,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
256,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003949,Fraxinus excelsior,S318367,231883,136782,OSI,100,,"Gurteen, Mullinahone, Co. Tipperary",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
257,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000003949,Fraxinus excelsior,R546430,154699,143034,OSI,100,,"Tober lachteen, Manister, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
258,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003949,Fraxinus excelsior,N277483,227760,248373,OSI,100,,"St Brigid's Well, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
259,,,04/09/2009,04/09/2009,D,04/09/2009,NBNSYS0000003949,Fraxinus excelsior,N835424,283594,242468,OSI,100,,"Killeighter Graveyard, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
260,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000003949,Fraxinus excelsior,R222844,122293,184451,OSI,100,,"St Flannan's Well, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
261,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000003949,Fraxinus excelsior,M462074,146287,207406,OSI,100,,"St Colman's Well, Gort, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
262,,,26/08/2009,26/08/2009,D,26/08/2009,NBNSYS0000003949,Fraxinus excelsior,S418400,241847,140042,OSI,100,,"Coolaghmore, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
263,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003949,Fraxinus excelsior,N172269,217209,226946,OSI,100,,"Leamonaghan, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
